CandidateID,Source,JobRole,ExperienceYears,ScreeningScore,InterviewRounds,OfferStatus,JoinedStatus,SalaryExpected,SalaryOffered,ApplicationDate,CostPerSource
C103755,Naukri,Marketing Associate,6.1,64,2,Rejected,Did Not Join,789397,888029,2023-07-27,2533
C103756,Naukri,Product Analyst,0.1,62,1,Rejected,Joined,833527,1423644,2024-09-16,13979
C103757,Naukri,Business Analyst,0.9,40,1,Offered,Did Not Join,1179447,1010096,2024-11-07,7539
C103758,LinkedIn,Frontend Developer,4.5,71,2,Offered,Joined,1401575,1326103,2024-07-08,4749
C103759,Referral,Backend Developer,0.6,17,2,Rejected,Did Not Join,531500,1338836,2023-05-31,11455
C103760,Naukri,Data Analyst,0.6,39,2,Rejected,Did Not Join,1725943,751922,2024-12-20,19298
C103761,Indeed,Data Analyst,0.7,86,1,Rejected,Did Not Join,1929337,250793,2023-12-20,17703
C103762,LinkedIn,Data Analyst,1.9,89,3,Rejected,Did Not Join,1693662,1197387,2023-03-21,3208
C103763,Naukri,Business Analyst,1.2,75,2,Offered,Did Not Join,362773,1091073,2024-02-27,7844
C103764,LinkedIn,Sales Executive,2.6,54,1,Offered,Did Not Join,1321802,687824,2024-05-31,8829
C103765,Naukri,Frontend Developer,4.5,27,2,Offered,Did Not Join,1478974,1224516,2023-10-27,13655
C103766,LinkedIn,HR Executive,2.2,54,2,Rejected,Did Not Join,1352234,1736793,2023-08-23,15790
C103767,LinkedIn,Marketing Associate,0.5,28,1,Rejected,Did Not Join,335298,413691,2024-08-09,11980
C103768,Naukri,Business Analyst,5.4,86,2,Rejected,Did Not Join,1863672,543135,2023-06-21,2831
C103769,Naukri,Sales Executive,0.6,77,3,Rejected,Did Not Join,1618253,826286,2024-02-24,3214
C103770,LinkedIn,HR Executive,0.3,92,2,Rejected,Did Not Join,397421,1529011,2024-05-21,14789
C103771,Campus,Marketing Associate,0.2,59,1,Rejected,Joined,1367101,1631702,2024-02-18,14758
C103772,Naukri,Marketing Associate,1.7,34,3,Rejected,Did Not Join,1748946,997036,2023-06-18,15928
C103773,Indeed,Frontend Developer,0.2,47,1,Rejected,Did Not Join,1930939,594099,2023-02-14,12670
C103774,Indeed,Backend Developer,0.3,45,3,Rejected,Did Not Join,1986939,273738,2024-04-22,7508
C103775,Agency,Data Analyst,0.7,77,1,Rejected,Did Not Join,956638,1282302,2024-06-06,4530
C103776,Referral,Product Analyst,0.7,65,2,Rejected,Joined,1608291,367089,2023-06-21,12545
C103777,LinkedIn,HR Executive,1.9,48,2,Rejected,Did Not Join,1172222,1056079,2023-08-04,5889
C103778,Indeed,Business Analyst,3.4,72,1,Rejected,Did Not Join,1599321,680535,2023-11-29,7183
C103779,Campus,HR Executive,2.9,16,3,Rejected,Did Not Join,792448,872443,2024-01-28,4500
C103780,LinkedIn,Backend Developer,0.6,67,2,Rejected,Did Not Join,205505,1067150,2023-05-09,7612
C103781,Naukri,Data Analyst,0.6,89,1,Offered,Joined,1518269,889827,2023-09-25,15598
C103782,Naukri,HR Executive,6.8,68,2,Rejected,Did Not Join,956396,1110775,2023-05-22,13968
C103783,Referral,Backend Developer,0.0,57,2,Rejected,Joined,775437,1151435,2023-02-03,8139
C103784,Referral,Business Analyst,4.2,14,1,Offered,Did Not Join,1127707,953868,2023-10-31,11929
C103785,Naukri,Frontend Developer,0.4,96,4,Rejected,Joined,1700384,506600,2024-01-18,3580
C103786,LinkedIn,Sales Executive,5.9,45,3,Rejected,Did Not Join,1436475,687891,2023-12-23,10769
C103787,LinkedIn,Marketing Associate,0.8,97,1,Rejected,Did Not Join,1738087,469823,2024-01-12,13661
C103788,Naukri,Business Analyst,1.2,34,2,Rejected,Did Not Join,999889,1567514,2024-07-28,2328
C103789,Internshala,Data Analyst,2.5,54,1,Rejected,Did Not Join,587437,181759,2024-06-27,16330
C103790,Naukri,Marketing Associate,1.8,28,3,Rejected,Joined,368183,674645,2024-10-24,6967
C103791,Naukri,Sales Executive,0.8,16,3,Offered,Did Not Join,1535307,760006,2023-09-01,7156
C103792,LinkedIn,Business Analyst,1.6,67,2,Rejected,Did Not Join,783642,1388276,2023-04-02,4816
C103793,Indeed,Product Analyst,2.6,90,3,Rejected,Joined,564055,865035,2024-01-10,11480
C103794,Naukri,Business Analyst,0.1,75,2,Rejected,Did Not Join,1011744,1290844,2024-03-25,15800
C103795,Indeed,Business Analyst,0.0,89,2,Offered,Did Not Join,307764,1749510,2023-06-03,1431
C103796,LinkedIn,Product Analyst,1.2,48,3,Rejected,Did Not Join,1123598,1332109,2023-12-03,13031
C103797,Naukri,Business Analyst,0.3,27,2,Offered,Joined,1326570,584442,2023-08-03,12268
C103798,Naukri,Marketing Associate,2.2,10,2,Rejected,Joined,1771871,1145486,2023-01-08,11526
C103799,LinkedIn,Data Analyst,0.5,72,2,Offered,Did Not Join,500657,1377155,2024-10-21,14004
C103800,Naukri,Sales Executive,1.1,12,1,Rejected,Did Not Join,1204240,1415676,2024-06-22,8799
C103801,Agency,Backend Developer,0.4,30,1,Offered,Did Not Join,1779436,1072306,2024-11-02,13339
C103802,Referral,HR Executive,1.6,39,3,Rejected,Did Not Join,892428,317028,2024-06-12,1717
C103803,Internshala,Product Analyst,0.2,20,2,Rejected,Did Not Join,602297,1227701,2023-10-21,15370
C103804,Naukri,Frontend Developer,0.0,31,3,Offered,Did Not Join,1204927,360898,2023-08-06,18662
C103805,Agency,Product Analyst,0.1,66,1,Rejected,Did Not Join,1333448,1741993,2024-06-12,13675
C103806,LinkedIn,Sales Executive,6.2,98,2,Rejected,Did Not Join,883273,854049,2024-06-02,11520
C103807,Naukri,HR Executive,0.3,12,4,Rejected,Did Not Join,1729408,1688596,2023-10-10,1752
C103808,Naukri,HR Executive,2.5,39,1,Rejected,Did Not Join,1551098,1774345,2023-10-25,13346
C103809,Naukri,Frontend Developer,0.1,97,1,Offered,Joined,786477,1575861,2024-03-16,2015
C103810,Indeed,Sales Executive,0.2,54,2,Rejected,Joined,1798948,1708431,2023-08-19,13334
C103811,LinkedIn,Marketing Associate,1.4,45,2,Rejected,Did Not Join,715541,577410,2024-09-03,2656
C103812,Naukri,Data Analyst,1.3,96,1,Rejected,Did Not Join,1571401,1454982,2024-11-21,7573
C103813,Indeed,Frontend Developer,6.1,81,3,Rejected,Did Not Join,661785,1715982,2023-09-08,5808
C103814,Naukri,Data Analyst,5.8,73,4,Offered,Did Not Join,746706,1500971,2024-03-10,19410
C103815,LinkedIn,Marketing Associate,3.0,63,2,Offered,Did Not Join,898087,1291932,2024-10-23,506
C103816,Naukri,HR Executive,1.8,77,3,Rejected,Did Not Join,274860,1494749,2024-03-06,4701
C103817,Referral,Data Analyst,1.2,59,3,Rejected,Did Not Join,397809,249049,2024-10-26,10494
C103818,Referral,Marketing Associate,0.9,40,2,Offered,Joined,1330744,221138,2023-06-25,10202
C103819,LinkedIn,Marketing Associate,5.9,38,1,Rejected,Did Not Join,1649795,1211174,2023-09-11,2174
C103820,Naukri,Backend Developer,1.8,68,1,Rejected,Did Not Join,357543,427959,2023-09-07,10718
C103821,Naukri,Frontend Developer,1.7,45,1,Offered,Joined,262468,1561186,2024-12-03,16912
C103822,Referral,Backend Developer,0.5,86,1,Offered,Joined,1142309,1102181,2023-12-14,10269
C103823,Naukri,Product Analyst,0.1,82,1,Offered,Did Not Join,1316787,612692,2024-06-11,11322
C103824,Naukri,HR Executive,5.8,94,2,Rejected,Did Not Join,275012,400833,2023-02-28,19676
C103825,Naukri,Frontend Developer,0.8,76,1,Rejected,Did Not Join,743547,849088,2023-06-09,795
C103826,LinkedIn,HR Executive,1.2,98,1,Rejected,Joined,371134,1209724,2024-12-06,19134
C103827,LinkedIn,Backend Developer,0.2,98,2,Rejected,Joined,1161362,1646006,2023-05-05,13858
C103828,Referral,Sales Executive,3.6,85,1,Rejected,Did Not Join,1969981,882009,2023-11-11,17449
C103829,Naukri,Marketing Associate,0.1,20,3,Offered,Joined,804387,389091,2024-12-06,13477
C103830,LinkedIn,HR Executive,3.6,20,1,Rejected,Did Not Join,1920960,215297,2024-05-05,17127
C103831,Referral,Frontend Developer,0.3,35,3,Offered,Joined,1842147,927727,2024-03-25,17105
C103832,Referral,Product Analyst,4.4,62,4,Rejected,Did Not Join,514015,647879,2023-04-20,4631
C103833,LinkedIn,Frontend Developer,2.6,23,2,Rejected,Did Not Join,1793151,1094730,2024-07-28,5056
C103834,LinkedIn,HR Executive,0.4,73,2,Offered,Did Not Join,1761485,1558729,2024-02-11,7366
C103835,Naukri,Frontend Developer,1.7,89,3,Rejected,Joined,1274463,279389,2024-07-10,2929
C103836,Agency,Product Analyst,0.7,19,1,Rejected,Joined,590637,547810,2023-07-14,19739
C103837,Naukri,Marketing Associate,0.4,40,4,Rejected,Joined,694856,1626454,2023-08-25,5267
C103838,Agency,Sales Executive,3.9,45,3,Offered,Did Not Join,1110802,351568,2023-09-24,4992
C103839,Indeed,Marketing Associate,1.0,19,2,Offered,Did Not Join,1790666,575881,2023-07-02,7781
C103840,LinkedIn,Frontend Developer,1.0,35,2,Rejected,Joined,273135,256720,2023-04-28,13327
C103841,Naukri,Product Analyst,0.4,29,2,Rejected,Did Not Join,996082,1188717,2024-06-12,2196
C103842,LinkedIn,Product Analyst,1.0,53,2,Offered,Did Not Join,350915,1143446,2024-02-12,11470
C103843,LinkedIn,HR Executive,4.1,71,2,Rejected,Joined,1957992,699072,2023-01-28,5354
C103844,Naukri,Backend Developer,0.9,82,2,Rejected,Did Not Join,1147736,440776,2023-09-14,18365
C103845,Indeed,Frontend Developer,6.1,88,1,Rejected,Joined,633296,1003671,2023-08-23,8136
C103846,Internshala,Frontend Developer,5.8,18,2,Offered,Did Not Join,1616366,1644695,2024-07-26,7829
C103847,LinkedIn,Frontend Developer,0.3,80,2,Offered,Did Not Join,505671,1158638,2024-03-21,14158
C103848,Indeed,Frontend Developer,0.4,99,1,Offered,Did Not Join,1290873,420387,2024-03-04,11888
C103849,Naukri,HR Executive,4.0,33,1,Rejected,Did Not Join,1145772,1286776,2024-01-16,12715
C103850,LinkedIn,Backend Developer,1.0,21,1,Rejected,Did Not Join,1015617,615874,2024-09-26,19214
C103851,Naukri,Backend Developer,0.0,69,2,Offered,Did Not Join,317769,309267,2024-02-10,4305
C103852,Indeed,Data Analyst,0.6,93,2,Rejected,Did Not Join,1642138,203289,2024-03-20,9792
C103853,Agency,Frontend Developer,1.8,87,1,Offered,Joined,1166772,1367636,2024-12-13,14337
C103854,Indeed,Frontend Developer,3.2,95,3,Rejected,Did Not Join,1291994,1530694,2023-05-21,15675
C103855,Naukri,Data Analyst,0.3,25,3,Offered,Did Not Join,209612,1129556,2023-10-07,1442
C103856,Naukri,Backend Developer,0.2,38,2,Offered,Did Not Join,373886,1190296,2024-05-08,4909
C103857,LinkedIn,Product Analyst,5.1,41,1,Rejected,Did Not Join,285002,1273730,2023-09-24,6874
C103858,LinkedIn,Product Analyst,2.8,92,2,Rejected,Joined,1229517,1288725,2023-06-16,14393
C103859,Referral,Business Analyst,1.8,44,2,Offered,Did Not Join,1381279,1471758,2024-11-28,17349
C103860,Referral,Marketing Associate,2.9,52,4,Offered,Joined,1709327,511611,2024-12-15,12336
C103861,Indeed,Business Analyst,1.1,62,2,Offered,Did Not Join,519355,1431209,2024-01-29,14335
C103862,Naukri,Backend Developer,2.8,29,2,Rejected,Did Not Join,1395100,1479663,2023-07-25,12472
C103863,Naukri,Sales Executive,0.9,93,3,Rejected,Did Not Join,1206693,876944,2023-01-02,18589
C103864,Naukri,Frontend Developer,0.6,17,1,Rejected,Did Not Join,278105,730464,2023-05-14,16829
C103865,Naukri,Business Analyst,2.6,51,1,Rejected,Did Not Join,1158404,1134777,2023-11-25,9787
C103866,LinkedIn,HR Executive,1.1,86,2,Offered,Did Not Join,1926418,1797691,2024-04-18,7764
C103867,Indeed,Product Analyst,8.0,79,1,Rejected,Did Not Join,716902,1700723,2024-05-02,17604
C103868,Indeed,HR Executive,0.9,25,1,Offered,Joined,955355,1061129,2023-07-30,6070
C103869,Naukri,Data Analyst,5.1,78,2,Rejected,Did Not Join,1021904,1619982,2024-11-13,16935
C103870,LinkedIn,Backend Developer,5.4,62,1,Rejected,Joined,842411,1272506,2024-06-13,3444
C103871,Naukri,Backend Developer,0.6,54,2,Rejected,Did Not Join,1682962,1206587,2023-04-27,13055
C103872,Naukri,Business Analyst,3.2,60,3,Offered,Did Not Join,1995738,825499,2023-09-27,3364
C103873,Referral,Frontend Developer,1.1,15,1,Offered,Did Not Join,1446961,1221326,2024-08-25,7151
C103874,Naukri,Backend Developer,5.0,42,1,Rejected,Did Not Join,280379,1100966,2024-08-11,4571
C103875,LinkedIn,Business Analyst,1.2,88,1,Rejected,Did Not Join,891275,1334375,2024-03-31,18110
C103876,Naukri,Business Analyst,2.7,24,1,Offered,Did Not Join,819842,1324778,2024-08-16,11929
C103877,Campus,Marketing Associate,1.3,23,1,Offered,Did Not Join,1256633,1279055,2023-04-18,6399
C103878,LinkedIn,Marketing Associate,0.5,48,1,Rejected,Did Not Join,218883,1679830,2023-10-22,1913
C103879,Naukri,Backend Developer,0.4,72,2,Rejected,Did Not Join,905198,1158264,2024-11-09,3841
C103880,LinkedIn,Business Analyst,1.1,14,1,Rejected,Joined,784302,1535910,2024-10-20,19051
C103881,Indeed,Data Analyst,2.8,99,2,Offered,Did Not Join,352522,341235,2023-09-23,18018
C103882,Agency,Data Analyst,1.9,90,3,Rejected,Joined,356577,1456264,2024-02-19,5985
C103883,Naukri,Marketing Associate,2.3,61,3,Offered,Joined,1703249,883602,2023-04-16,14325
C103884,Campus,Backend Developer,0.7,25,2,Rejected,Did Not Join,1143394,1261529,2023-03-09,18593
C103885,Agency,Product Analyst,1.3,47,1,Offered,Joined,645201,219799,2024-04-01,12274
C103886,Campus,Frontend Developer,0.1,62,2,Offered,Did Not Join,832557,454432,2024-09-27,18795
C103887,Indeed,Sales Executive,3.4,96,2,Offered,Did Not Join,497157,1649265,2024-07-07,7771
C103888,Indeed,Product Analyst,9.2,86,1,Rejected,Did Not Join,1675745,1649383,2024-11-02,627
C103889,LinkedIn,Data Analyst,1.0,62,3,Rejected,Did Not Join,857824,678204,2024-07-28,14502
C103890,Referral,Data Analyst,0.0,55,1,Rejected,Did Not Join,1322687,189877,2023-02-07,12743
C103891,LinkedIn,Product Analyst,0.4,24,1,Rejected,Joined,312839,777415,2023-01-25,15161
C103892,Indeed,Marketing Associate,2.1,68,3,Rejected,Did Not Join,246825,805341,2023-10-28,8391
C103893,LinkedIn,Marketing Associate,1.9,59,3,Rejected,Did Not Join,884926,409111,2023-11-20,5954
C103894,Indeed,Backend Developer,3.1,18,1,Rejected,Did Not Join,818323,412321,2023-07-06,16727
C103895,Referral,Marketing Associate,0.6,35,2,Rejected,Did Not Join,1774385,401378,2023-10-09,3007
C103896,Naukri,HR Executive,2.9,12,2,Offered,Did Not Join,1853802,704366,2024-02-09,11514
C103897,Referral,Sales Executive,2.3,56,2,Rejected,Did Not Join,941457,1311617,2023-05-19,980
C103898,LinkedIn,Product Analyst,0.8,14,1,Offered,Did Not Join,662362,713265,2023-12-12,8139
C103899,Referral,Product Analyst,1.6,71,2,Rejected,Joined,1975172,999025,2024-05-04,5718
C103900,LinkedIn,Business Analyst,0.3,93,4,Offered,Did Not Join,1391110,1188062,2024-09-19,5116
C103901,Naukri,Data Analyst,1.2,93,1,Rejected,Did Not Join,1430753,382337,2023-10-02,1626
C103902,Campus,Product Analyst,4.3,14,3,Rejected,Did Not Join,1565418,1362371,2024-11-25,14346
C103903,Naukri,HR Executive,1.1,19,4,Offered,Did Not Join,963340,976205,2023-09-24,12651
C103904,Referral,Product Analyst,3.7,89,1,Rejected,Did Not Join,676019,884870,2024-12-09,19652
C103905,LinkedIn,Frontend Developer,1.8,72,3,Rejected,Did Not Join,620319,1426949,2024-10-13,13395
C103906,LinkedIn,HR Executive,0.4,34,1,Offered,Did Not Join,319511,1655364,2023-02-07,17932
C103907,Naukri,Backend Developer,1.7,53,2,Rejected,Did Not Join,609723,1439251,2023-07-19,13248
C103908,LinkedIn,Frontend Developer,1.4,34,3,Offered,Joined,821071,906545,2024-06-12,16652
C103909,Naukri,Frontend Developer,1.0,39,1,Rejected,Did Not Join,1442749,1660551,2024-12-16,13295
C103910,Naukri,Product Analyst,0.3,23,2,Rejected,Did Not Join,1871693,1243115,2023-07-05,5939
C103911,Naukri,Marketing Associate,1.1,95,3,Rejected,Did Not Join,841062,482737,2024-03-20,15897
C103912,Naukri,Product Analyst,0.2,52,2,Offered,Joined,641542,880382,2023-08-22,10295
C103913,Internshala,HR Executive,0.2,37,1,Offered,Did Not Join,1127851,1064878,2023-01-18,12158
C103914,Agency,Backend Developer,1.1,28,1,Offered,Did Not Join,419403,829402,2024-10-24,7356
C103915,LinkedIn,Data Analyst,0.7,51,2,Offered,Did Not Join,1061536,1353625,2023-09-05,5970
C103916,Indeed,Sales Executive,5.2,29,4,Rejected,Did Not Join,728694,942979,2023-05-16,18241
C103917,Naukri,Marketing Associate,0.9,95,3,Rejected,Did Not Join,1145541,1392699,2023-05-30,2316
C103918,Indeed,HR Executive,2.8,88,2,Rejected,Did Not Join,826727,655519,2024-09-18,15956
C103919,Referral,Data Analyst,1.5,20,2,Rejected,Joined,1961114,536128,2024-03-06,3927
C103920,Agency,HR Executive,2.4,63,1,Offered,Joined,1122380,1182369,2023-12-11,1805
C103921,LinkedIn,Marketing Associate,0.6,33,1,Rejected,Joined,1339268,1667034,2024-02-25,816
C103922,Referral,Data Analyst,5.7,79,2,Offered,Did Not Join,361943,1702695,2023-11-12,16983
C103923,Naukri,Marketing Associate,1.5,26,2,Rejected,Did Not Join,939273,737600,2023-07-17,19711
C103924,Internshala,HR Executive,3.6,37,2,Offered,Joined,1607162,1498306,2023-06-09,1566
C103925,Naukri,Frontend Developer,0.9,59,4,Rejected,Did Not Join,1613549,1091449,2024-11-18,11717
C103926,Indeed,Sales Executive,0.2,64,2,Offered,Did Not Join,1885495,1575183,2024-02-11,18914
C103927,Indeed,Business Analyst,2.2,82,2,Offered,Did Not Join,1293471,1158580,2023-07-15,4277
C103928,Indeed,Sales Executive,0.0,19,1,Rejected,Did Not Join,978696,1684191,2023-08-20,19999
C103929,Naukri,Frontend Developer,1.3,30,4,Rejected,Did Not Join,1554480,1601211,2024-07-24,7572
C103930,Agency,Marketing Associate,0.4,67,3,Rejected,Joined,1557026,1639923,2024-08-24,18561
C103931,Naukri,Sales Executive,2.0,43,3,Rejected,Did Not Join,275179,427923,2023-04-20,19379
C103932,Indeed,Marketing Associate,7.8,52,2,Rejected,Joined,871947,1243596,2023-10-06,14790
C103933,Naukri,Marketing Associate,1.2,20,2,Rejected,Did Not Join,276554,647987,2023-06-10,16349
C103934,Naukri,Data Analyst,3.4,42,2,Offered,Joined,1121717,278170,2024-10-24,15476
C103935,LinkedIn,Backend Developer,1.4,67,1,Rejected,Joined,1651836,501667,2023-03-22,15459
C103936,LinkedIn,Marketing Associate,1.4,55,2,Rejected,Joined,1205347,767765,2024-02-21,18956
C103937,Naukri,Sales Executive,5.3,70,3,Rejected,Did Not Join,1379591,427137,2023-01-09,13460
C103938,Naukri,Sales Executive,4.4,71,1,Rejected,Did Not Join,1817289,535564,2024-02-19,2855
C103939,LinkedIn,Sales Executive,3.1,10,1,Rejected,Joined,457997,906604,2023-10-25,18532
C103940,Referral,Frontend Developer,0.7,30,2,Offered,Did Not Join,1222173,794622,2024-12-15,16974
C103941,Campus,Business Analyst,1.6,71,1,Offered,Did Not Join,352448,374173,2023-04-09,4723
C103942,Naukri,Marketing Associate,0.5,73,2,Rejected,Joined,484734,815206,2024-03-14,14999
C103943,LinkedIn,Product Analyst,1.2,96,2,Offered,Joined,1554123,1520624,2023-11-20,1391
C103944,Naukri,Marketing Associate,1.3,82,1,Offered,Did Not Join,226628,936363,2024-07-13,18321
C103945,Naukri,Marketing Associate,3.6,65,3,Offered,Did Not Join,813709,396312,2024-04-11,1729
C103946,Indeed,Product Analyst,4.5,10,2,Rejected,Did Not Join,1616483,1719933,2023-01-16,15353
C103947,Indeed,Data Analyst,1.1,30,3,Offered,Did Not Join,1769275,1133007,2024-09-25,5647
C103948,Naukri,Marketing Associate,0.0,31,3,Rejected,Did Not Join,857552,1698037,2024-08-02,9376
C103949,Naukri,Frontend Developer,4.0,63,3,Offered,Did Not Join,352505,1311220,2023-04-22,11013
C103950,Naukri,HR Executive,0.4,13,1,Offered,Joined,1279193,1716264,2023-01-13,12255
C103951,Referral,Backend Developer,1.9,74,1,Rejected,Did Not Join,1497164,626416,2023-08-06,13507
C103952,Internshala,Sales Executive,0.1,60,1,Rejected,Joined,1411330,1743460,2023-11-10,2396
C103953,Naukri,Marketing Associate,1.0,83,2,Rejected,Did Not Join,1219882,232050,2023-08-16,732
C103954,Naukri,Data Analyst,8.5,72,3,Rejected,Joined,1238142,1262808,2024-01-24,9872
C103955,Campus,Frontend Developer,0.2,24,2,Offered,Did Not Join,1520970,1713211,2023-03-26,19357
C103956,Agency,Marketing Associate,1.1,45,3,Rejected,Did Not Join,494980,1571376,2024-08-07,18194
C103957,LinkedIn,Product Analyst,0.7,38,1,Rejected,Did Not Join,574463,1030453,2023-12-10,12609
C103958,Naukri,Data Analyst,4.7,61,1,Rejected,Joined,1577893,1533634,2023-10-03,8474
C103959,Naukri,HR Executive,4.1,55,3,Rejected,Did Not Join,1221471,506000,2023-04-16,12084
C103960,LinkedIn,Business Analyst,0.5,78,2,Rejected,Did Not Join,1748489,1339866,2024-04-27,8670
C103961,LinkedIn,Marketing Associate,0.2,38,3,Rejected,Joined,568905,751086,2024-10-16,14125
C103962,Naukri,Frontend Developer,2.0,56,1,Rejected,Did Not Join,206251,359858,2023-05-09,10837
C103963,LinkedIn,Data Analyst,0.8,34,3,Rejected,Did Not Join,825717,1266958,2023-09-19,12951
C103964,Naukri,Product Analyst,2.2,89,2,Rejected,Did Not Join,1566966,203473,2023-11-17,19986
C103965,Referral,Data Analyst,0.1,25,3,Offered,Did Not Join,1763985,1392569,2024-11-30,4114
C103966,Naukri,Marketing Associate,0.3,98,1,Rejected,Joined,888366,1612171,2024-10-21,14643
C103967,Naukri,Data Analyst,2.3,50,2,Offered,Joined,1335542,940123,2024-10-23,17851
C103968,LinkedIn,Business Analyst,0.5,74,3,Offered,Did Not Join,1214102,1651787,2024-09-05,17315
C103969,LinkedIn,Data Analyst,3.9,78,3,Rejected,Did Not Join,1682577,683223,2024-09-26,9489
C103970,Internshala,Sales Executive,0.1,29,1,Rejected,Did Not Join,429666,593666,2023-08-24,19048
C103971,LinkedIn,Backend Developer,0.5,78,1,Rejected,Joined,1768066,1720906,2024-11-17,6673
C103972,Naukri,Sales Executive,13.1,45,2,Rejected,Did Not Join,1840208,622518,2023-11-07,17050
C103973,Indeed,Backend Developer,1.1,67,1,Rejected,Did Not Join,1652073,646889,2024-12-05,15435
C103974,Naukri,Data Analyst,2.4,57,2,Offered,Did Not Join,1036538,1768629,2024-09-01,7839
C103975,Campus,Product Analyst,0.4,91,1,Offered,Did Not Join,321720,1434454,2023-08-18,16217
C103976,Naukri,Product Analyst,1.9,11,1,Rejected,Did Not Join,1343416,1294890,2024-09-13,10152
C103977,LinkedIn,Marketing Associate,2.6,89,2,Rejected,Joined,431306,1668182,2023-05-29,19798
C103978,Naukri,Product Analyst,0.8,38,2,Rejected,Did Not Join,1353869,855993,2023-08-12,11063
C103979,LinkedIn,Backend Developer,3.5,25,2,Offered,Did Not Join,900400,482579,2024-06-22,1814
C103980,Referral,Frontend Developer,1.8,44,4,Offered,Did Not Join,978523,1308419,2023-07-29,19376
C103981,Referral,Backend Developer,1.0,71,1,Offered,Did Not Join,733286,711645,2024-08-24,7036
C103982,Naukri,Sales Executive,1.6,90,2,Rejected,Did Not Join,1656309,208820,2023-10-12,8426
C103983,Naukri,Data Analyst,1.7,13,1,Offered,Did Not Join,1616803,986919,2023-11-29,6060
C103984,Referral,Marketing Associate,0.4,77,2,Rejected,Did Not Join,1696074,259507,2024-07-29,9253
C103985,Agency,HR Executive,1.0,60,1,Rejected,Did Not Join,505010,1512908,2024-02-05,10851
C103986,Naukri,Marketing Associate,0.8,98,1,Rejected,Did Not Join,222969,520560,2024-09-11,8724
C103987,LinkedIn,Marketing Associate,1.0,42,1,Offered,Did Not Join,1611700,1784174,2024-03-14,11017
C103988,Naukri,Marketing Associate,2.9,87,1,Offered,Did Not Join,871143,1626356,2023-05-19,17432
C103989,Campus,Frontend Developer,1.3,33,3,Rejected,Did Not Join,842547,462206,2024-12-06,8256
C103990,Naukri,Business Analyst,5.6,84,2,Rejected,Joined,231107,1308247,2023-10-16,797
C103991,Naukri,Sales Executive,0.7,34,4,Rejected,Joined,1949567,585631,2024-07-27,19293
C103992,Referral,Data Analyst,1.1,37,2,Rejected,Did Not Join,1121263,1035673,2023-08-04,8215
C103993,Naukri,Business Analyst,3.1,16,1,Rejected,Did Not Join,739077,1723454,2023-01-04,17646
C103994,LinkedIn,HR Executive,1.6,45,1,Offered,Did Not Join,1211685,975476,2024-03-20,16778
C103995,LinkedIn,Business Analyst,1.6,19,1,Offered,Did Not Join,1979282,348022,2023-12-18,1649
C103996,Naukri,Data Analyst,0.1,45,1,Rejected,Did Not Join,1523934,1135472,2024-12-25,5890
C103997,LinkedIn,Sales Executive,1.0,92,2,Rejected,Did Not Join,532801,1485851,2024-09-26,6897
C103998,LinkedIn,Sales Executive,0.6,27,2,Offered,Did Not Join,887832,1644509,2023-09-10,14469
C103999,Naukri,Data Analyst,14.6,15,2,Rejected,Did Not Join,1323112,1290839,2023-04-26,17485
C104000,LinkedIn,HR Executive,0.7,16,1,Rejected,Joined,1034619,236917,2024-11-14,16377
C104001,Referral,Data Analyst,4.3,21,1,Rejected,Did Not Join,1279663,611587,2023-07-23,14427
C104002,Referral,HR Executive,2.3,50,1,Offered,Did Not Join,711690,1429658,2023-07-03,17406
C104003,Naukri,HR Executive,0.8,72,1,Offered,Joined,463085,1761511,2024-04-09,17933
C104004,Naukri,Data Analyst,1.6,34,3,Rejected,Did Not Join,955002,587406,2024-07-15,13071
C104005,Naukri,Backend Developer,3.7,90,1,Rejected,Joined,1105772,809767,2023-09-23,975
C104006,Naukri,Sales Executive,4.3,62,2,Rejected,Did Not Join,1380969,1701997,2024-06-08,19322
C104007,LinkedIn,HR Executive,0.3,42,2,Rejected,Did Not Join,414646,802821,2023-07-16,14780
C104008,Indeed,Data Analyst,0.8,96,1,Rejected,Did Not Join,656683,989623,2023-02-14,12897
C104009,Naukri,Product Analyst,0.8,82,3,Rejected,Did Not Join,245972,1732891,2023-12-09,12513
C104010,Naukri,Backend Developer,0.1,15,2,Offered,Did Not Join,1710396,562426,2024-06-08,13190
C104011,LinkedIn,Sales Executive,1.8,71,1,Rejected,Joined,501505,611003,2024-05-08,13674
C104012,Indeed,HR Executive,3.9,75,3,Rejected,Joined,765642,806069,2024-01-09,9862
C104013,Naukri,Sales Executive,1.0,18,1,Rejected,Joined,528471,1412158,2023-01-09,10222
C104014,Indeed,Backend Developer,2.7,76,1,Rejected,Did Not Join,1178481,1442327,2024-05-02,8715
C104015,Naukri,Sales Executive,2.0,25,3,Rejected,Joined,247191,1599006,2023-04-26,10017
C104016,Campus,Frontend Developer,0.9,98,2,Rejected,Did Not Join,1042260,504029,2024-07-14,1961
C104017,Campus,Marketing Associate,0.3,97,1,Offered,Did Not Join,1783000,1384548,2024-11-03,11754
C104018,Naukri,Frontend Developer,2.5,64,1,Offered,Did Not Join,608963,1213068,2023-09-20,16746
C104019,Naukri,Backend Developer,3.9,49,3,Offered,Did Not Join,1052711,1032134,2024-07-23,2794
